Datum,Maschine,Monat,Produktion,Ausschuss,Ausschussrate,Gutmenge,Stillstand_min,Kosten_pro_Einheit,Gesamtkosten
2024-01-03 05:00:00,M3,1,101.17048243684496,8.0,7.907444748021192,93.17048243684496,4.725169056097555,16.1667305157179,1635.5959257016434
2024-01-03 06:00:00,M2,1,69.3,6.0,8.65800865800866,63.3,37.053131127009124,20.799631158194305,1441.4144392628652
2024-01-03 07:00:00,M3,1,116.49308801372678,9.600000000000001,8.240832279138141,106.89308801372678,2.3081793842720897,22.030937410429853,2566.4519307781106
2024-01-03 08:00:00,M1,1,71.0,6.0,8.450704225352112,65.0,13.317877973621533,19.394133193666754,1376.9834567503394
2024-01-03 09:00:00,M1,1,83.0,3.0,3.614457831325301,80.0,6.156250689459537,23.938038360421906,1986.8571839150181
2024-01-03 10:00:00,M1,1,83.0,5.0,6.024096385542169,78.0,16.527873070648486,20.625394953945314,1711.907781177461
2024-01-03 11:00:00,M1,1,90.0,4.0,4.444444444444445,86.0,30.640848800213792,16.858910434078645,1517.3019390670781
2024-01-03 12:00:00,M1,1,96.0,7.0,7.291666666666667,89.0,7.93882464544816,18.826230296799636,1807.318108492765
2024-01-03 13:00:00,M1,1,102.0,4.0,3.9215686274509802,98.0,5.186059264884001,22.165427264538906,2260.873580982968
2024-01-03 14:00:00,M3,1,124.42386468891914,6.4,5.143707773425212,118.02386468891913,0.8159504831067541,21.15125086160764,2631.720375206053
2024-01-03 15:00:00,M1,1,100.0,5.0,5.0,95.0,11.302338252138739,22.1175803885939,2211.75803885939
2024-01-03 16:00:00,M1,1,105.0,4.0,3.8095238095238098,101.0,3.3358981462679878,23.59371580039849,2477.340159041841
2024-01-03 17:00:00,M2,1,72.9,5.0,6.858710562414265,67.9,17.364340119261733,27.203454348944305,1983.13182203804
2024-01-03 18:00:00,M1,1,101.0,3.0,2.9702970297029703,98.0,3.2242729778328068,19.094166199272806,1928.5107861265533
2024-01-03 19:00:00,M3,1,147.17461752097213,4.800000000000001,3.2614319512778813,142.37461752097212,13.890823775164485,24.096606708275267,3546.4088758437038
2024-01-03 20:00:00,M1,1,98.0,4.0,4.081632653061225,94.0,18.2954801470635,15.966148986934652,1564.682600719596
2024-01-03 21:00:00,M3,1,106.4503166645277,9.600000000000001,9.01829163200507,96.8503166645277,2.9397887986384093,23.747246304047422,2527.9018889763834
2024-01-03 22:00:00,M3,1,144.66679427768736,4.800000000000001,3.31796942343688,139.86679427768735,26.46987002591938,19.0826540012038,2760.6263806644374
2024-01-03 23:00:00,M1,1,113.0,6.0,5.3097345132743365,107.0,5.970369424830057,21.075378368982072,2381.5177556949743
2024-01-04 00:00:00,M1,1,104.0,7.0,6.730769230769231,97.0,1.103475606708879,22.937609619041517,2385.511400380318
2024-01-04 01:00:00,M3,1,130.95565806535268,3.2,2.4435752126136148,127.75565806535268,15.155992427717777,17.86644652095306,2339.7122614408386
2024-01-04 02:00:00,M2,1,97.2,3.0,3.0864197530864197,94.2,1.0849652890192754,25.222642328049258,2451.640834286388
2024-01-04 03:00:00,M2,1,99.0,2.0,2.0202020202020203,97.0,42.08189359956856,22.047454032952185,2182.6979492622663
2024-01-04 04:00:00,M3,1,91.51759087318406,3.2,3.4965955391398365,88.31759087318406,28.804478596010288,20.883581064466245,1911.2150278247955
2024-01-04 05:00:00,M1,1,85.0,0.0,0.0,85.0,9.9281034351962,15.938972787350032,1354.8126869247528
2024-01-04 06:00:00,M1,1,82.0,5.0,6.097560975609756,77.0,21.773129005153354,19.660581413480447,1612.1676759053967
2024-01-04 07:00:00,M1,1,95.0,3.0,3.1578947368421053,92.0,3.103057412141217,22.005569637491924,2090.529115561733
2024-01-04 08:00:00,M3,1,107.0044746985194,8.0,7.476322857095148,99.0044746985194,2.5275088462628235,20.226519503526028,2164.3280944541602
2024-01-04 09:00:00,M2,1,87.3,7.0,8.018327605956472,80.3,1.4097663468955237,23.560354911750117,2056.8189837957852
2024-01-04 10:00:00,M1,1,105.0,3.0,2.857142857142857,102.0,1.5546440983486212,24.53061822987764,2575.714914137152
2024-01-04 11:00:00,M1,1,70.0,7.0,10.0,63.0,12.488634620126412,22.755026964286127,1592.8518875000289
2024-01-04 12:00:00,M1,1,103.0,7.0,6.796116504854369,96.0,3.3361594230468543,20.502233143348555,2111.7300137649013
2024-01-04 13:00:00,M1,1,101.0,4.0,3.9603960396039604,97.0,38.14339584701252,17.64309871526075,1781.9529702413356
2024-01-04 14:00:00,M2,1,54.0,1.0,1.8518518518518516,53.0,12.416886264971229,26.92254326950446,1453.8173365532407
2024-01-04 15:00:00,M2,1,93.60000000000001,3.0,3.205128205128205,90.60000000000001,4.03321928607503,24.864931425639075,2327.3575814398177
2024-01-04 16:00:00,M3,1,94.56524224403587,16.0,16.919535783253494,78.56524224403587,8.206582716089644,19.276489214779005,1822.8858722101215
2024-01-04 17:00:00,M2,1,80.10000000000001,4.0,4.9937578027465666,76.10000000000001,5.902768899726118,20.22497000710765,1620.020097569323
2024-01-04 18:00:00,M1,1,115.0,7.0,6.086956521739131,108.0,8.357353340197509,20.702134015056107,2380.7454117314524
2024-01-04 19:00:00,M2,1,91.8,5.0,5.446623093681917,86.8,17.289313278229233,20.376704003506976,1870.5814275219404
2024-01-04 20:00:00,M3,1,105.44143584251772,1.6,1.517430019057862,103.84143584251773,20.161116066120726,22.22648669753687,2343.5926711229076
2024-01-04 21:00:00,M2,1,82.8,6.0,7.246376811594203,76.8,2.302061124353888,18.552801431464758,1536.171958525282
2024-01-04 22:00:00,M3,1,80.44087223077217,6.4,7.956154405734699,74.04087223077217,5.539475678339912,20.388683644571334,1640.083496006597
2024-01-04 23:00:00,M2,1,91.8,9.0,9.803921568627452,82.8,17.010826765896297,18.35261116208159,1684.76970467909
2024-01-05 00:00:00,M2,1,73.8,4.0,5.420054200542006,69.8,1.2081731373998585,17.969393501192528,1326.1412403880086
2024-01-05 01:00:00,M2,1,105.3,8.0,7.597340930674264,97.3,38.77729928937271,22.633200322803106,2383.275993991167
2024-01-05 02:00:00,M1,1,83.0,8.0,9.63855421686747,75.0,7.388113617900846,22.530826788188126,1870.0586234196144
2024-01-05 03:00:00,M1,1,74.0,2.0,2.7027027027027026,72.0,3.037014827022399,22.92064429461068,1696.1276778011902
2024-01-05 04:00:00,M1,1,115.0,6.0,5.217391304347826,109.0,5.822842337935147,16.58437885215036,1907.2035679972912
2024-01-05 05:00:00,M2,1,83.7,4.0,4.778972520908004,79.7,29.96131842832248,19.751784358513586,1653.2243508075871
2024-01-05 06:00:00,M1,1,101.0,7.0,6.9306930693069315,94.0,7.5716749717957175,20.227375316024194,2042.9649069184436
2024-01-05 07:00:00,M2,1,99.0,6.0,6.0606060606060606,93.0,10.901498244871087,23.669642490696813,2343.2946065789843
2024-01-05 08:00:00,M3,1,82.63608366877429,8.0,9.681000895523999,74.63608366877429,7.411409323833368,19.482414645640297,1609.9504467268853
2024-01-05 09:00:00,M1,1,102.0,4.0,3.9215686274509802,98.0,5.288387461372853,22.73720138090319,2319.1945408521256
2024-01-05 10:00:00,M2,1,99.0,6.0,6.0606060606060606,93.0,14.367311816834187,24.49598504047556,2425.1025190070804
2024-01-05 11:00:00,M3,1,123.40377739511051,3.2,2.59311349097065,120.2037773951105,9.04028395919581,18.634238827214503,2299.5354601609038
2024-01-05 12:00:00,M1,1,92.0,7.0,7.608695652173914,85.0,3.6936857071495357,21.156991386330787,1946.4432075424324
2024-01-05 13:00:00,M1,1,93.0,7.0,7.526881720430108,86.0,3.553222205680271,22.245423620524708,2068.824396708798
2024-01-05 14:00:00,M1,1,108.0,6.0,5.555555555555555,102.0,13.155092702857017,19.808716315971914,2139.3413621249665
2024-01-05 15:00:00,M1,1,103.0,3.0,2.912621359223301,100.0,1.852248829586578,23.672984467011673,2438.3174001022026
2024-01-05 16:00:00,M3,1,114.07798242651202,4.800000000000001,4.207648047327727,109.27798242651203,15.610082754322024,22.078401205368394,2518.6594647114975
2024-01-05 17:00:00,M3,1,118.46948123444965,6.4,5.402235186068283,112.06948123444964,6.418683036407014,22.557982274951875,2672.432457809459
2024-01-05 18:00:00,M2,1,67.5,3.0,4.444444444444445,64.5,20.83525058360578,19.843536880984637,1339.438739466463
2024-01-05 19:00:00,M3,1,99.77299122758852,9.600000000000001,9.621842426375483,90.17299122758851,17.83077232276134,19.928422138117675,1988.3182871660956
2024-01-05 20:00:00,M3,1,80.42901912432292,6.4,7.957326932095516,74.02901912432291,34.04740306283882,21.853284472496547,1757.6382347676938
2024-01-05 21:00:00,M1,1,118.0,4.0,3.389830508474576,114.0,7.837322019686592,19.227994999974698,2268.9034099970145
2024-01-05 22:00:00,M3,1,137.4433523202659,6.4,4.656463839070903,131.04335232026588,0.8915211169373845,17.942696820826548,2466.104400720578
2024-01-05 23:00:00,M2,1,71.10000000000001,3.0,4.219409282700422,68.10000000000001,22.306863589814967,22.701974002879588,1614.110351604739
2024-01-06 00:00:00,M3,1,75.52810349661856,6.4,8.473667024204484,69.12810349661855,13.528916893406052,17.971833817824503,1357.3785246166785
2024-01-06 01:00:00,M3,1,130.0049086606965,11.200000000000001,8.615059319976295,118.80490866069648,1.2736224672830387,23.85719159624187,3101.55201437016
2024-01-06 02:00:00,M1,1,67.0,7.0,10.44776119402985,60.0,4.671159226492429,20.596276358097114,1379.9505159925066
2024-01-06 03:00:00,M1,1,103.0,6.0,5.825242718446602,97.0,14.067002771242239,21.964823743758426,2262.376845607118
2024-01-06 04:00:00,M1,1,82.0,8.0,9.75609756097561,74.0,19.116018247460786,16.313466589427982,1337.7042603330945
2024-01-06 05:00:00,M2,1,99.9,4.0,4.004004004004004,95.9,54.70040013470452,22.41981270565678,2239.7392892951125
2024-01-06 06:00:00,M3,1,102.4183716947648,6.4,6.248878881880468,96.0183716947648,10.101938656385466,13.799414129156975,1413.3135254499882
2024-01-06 07:00:00,M3,1,104.54513397618054,11.200000000000001,10.713076327925315,93.34513397618053,0.7269604963514444,21.2014216487871,2216.505466757942
2024-01-06 08:00:00,M1,1,119.0,5.0,4.201680672268908,114.0,1.1139903933999624,18.413136806657697,2191.163279992266
2024-01-06 09:00:00,M2,1,103.5,3.0,2.898550724637681,100.5,60.0,15.652453108333622,1620.02889671253
2024-01-06 10:00:00,M2,1,97.2,3.0,3.0864197530864197,94.2,48.02642921829667,20.78231196241019,2020.0407227462706
2024-01-06 11:00:00,M1,1,99.0,3.0,3.0303030303030303,96.0,21.991693860817346,20.76473758183565,2055.709020601729
2024-01-06 12:00:00,M1,1,77.0,8.0,10.38961038961039,69.0,4.540750059058825,21.82070513446589,1680.1942953538735
2024-01-06 13:00:00,M1,1,93.0,5.0,5.376344086021505,88.0,9.044270540246789,16.49416157642222,1533.9570266072662
2024-01-06 14:00:00,M3,1,86.8131517356818,9.600000000000001,11.05823231626116,77.2131517356818,3.5795208128493643,19.289024242545747,1674.5409884013686
2024-01-06 15:00:00,M1,1,96.0,5.0,5.208333333333334,91.0,19.524228417238334,23.381087734157017,2244.5844224790735
2024-01-06 16:00:00,M2,1,69.3,4.0,5.772005772005772,65.3,6.927041530644235,19.665454378642966,1362.8159884399574
2024-01-06 17:00:00,M2,1,96.3,-0.0,-0.0,96.3,15.581670412171857,25.88390578600078,2492.6201271918753
2024-01-06 18:00:00,M1,1,82.0,2.0,2.4390243902439024,80.0,11.116036447140235,17.3128213393628,1419.6513498277495
2024-01-06 19:00:00,M3,1,155.03755063099936,11.200000000000001,7.224056336298046,143.83755063099937,12.196470125247775,19.31649379444107,2994.781884669042
2024-01-06 20:00:00,M3,1,92.64710980344347,11.200000000000001,12.088882236867926,81.44710980344347,6.398066573726508,18.185544488127576,1684.8381370269617
2024-01-06 21:00:00,M1,1,115.0,8.0,6.956521739130435,107.0,8.640156302045579,24.77893208298841,2849.577189543667
2024-01-06 22:00:00,M2,1,102.60000000000001,6.0,5.847953216374268,96.60000000000001,0.7040606434410948,22.195563184644868,2277.2647827445635
2024-01-06 23:00:00,M1,1,131.0,6.0,4.580152671755725,125.0,1.2499210004228554,16.374429509694803,2145.050265770019
2024-01-07 00:00:00,M1,1,103.0,2.0,1.9417475728155338,101.0,8.445027506743347,17.674945988039212,1820.5194367680388
2024-01-07 01:00:00,M1,1,94.0,2.0,2.127659574468085,92.0,31.69449525672046,22.95195639716836,2157.483901333826
2024-01-07 02:00:00,M2,1,84.60000000000001,7.0,8.274231678486997,77.60000000000001,60.0,17.594244566554483,1488.4730903305094
2024-01-07 03:00:00,M2,1,109.8,6.0,5.46448087431694,103.8,0.5257816913577209,23.514636501606876,2581.907087876435
2024-01-07 04:00:00,M1,1,80.0,5.0,6.25,75.0,0.5515965137079906,18.719601505536943,1497.5681204429554
2024-01-07 05:00:00,M1,1,87.0,4.0,4.597701149425287,83.0,25.10579633993688,20.037836329613054,1743.2917606763356
2024-01-07 06:00:00,M3,1,103.88914492098193,14.4,13.860928406863525,89.48914492098193,12.924227364294536,25.728382104411544,2672.899617027609
2024-01-07 07:00:00,M1,1,98.0,3.0,3.061224489795918,95.0,0.7162646693365142,20.181812692887313,1977.8176439029567
2024-01-07 08:00:00,M1,1,115.0,8.0,6.956521739130435,107.0,0.527870137311084,26.413854746379656,3037.5932958336602
2024-01-07 09:00:00,M2,1,72.0,5.0,6.944444444444445,67.0,1.7150896381966922,18.375575225278187,1323.0414162200295
2024-01-07 10:00:00,M3,1,109.00436929807672,1.6,1.4678310698030252,107.40436929807673,6.548788508558267,19.992282677730998,2179.246164114932
2024-01-07 11:00:00,M1,1,97.0,6.0,6.185567010309279,91.0,10.126758126059162,17.250186238040655,1673.2680650899435
2024-01-07 12:00:00,M2,1,75.60000000000001,5.0,6.613756613756613,70.60000000000001,9.631668698560688,21.48689974837358,1624.409620977043
2024-01-07 13:00:00,M3,1,87.33582435942662,6.4,7.328035255797312,80.93582435942662,3.1799799380451566,20.19259000472053,1763.5364940141858
2024-01-07 14:00:00,M1,1,99.0,5.0,5.05050505050505,94.0,2.4589509987444518,18.802342557430517,1861.4319131856212
2024-01-07 15:00:00,M2,1,88.2,-0.0,-0.0,88.2,6.225831773614255,19.693253492466646,1736.944958035558
2024-01-07 16:00:00,M1,1,88.0,5.0,5.681818181818182,83.0,1.724866387446877,18.59483909222962,1636.3458401162065
2024-01-07 17:00:00,M2,1,84.60000000000001,5.0,5.910165484633569,79.60000000000001,1.0367752374089758,15.425176851163528,1304.9699616084345
2024-01-07 18:00:00,M2,1,76.5,9.0,11.76470588235294,67.5,0.148724195100905,22.431369496040826,1715.9997664471232
2024-01-07 19:00:00,M2,1,101.7,10.0,9.83284169124877,91.7,1.010707030227185,20.662166513434073,2101.342334416245
2024-01-07 20:00:00,M1,1,115.0,4.0,3.4782608695652173,111.0,9.099937802254601,20.81696182950511,2393.9506103930876
2024-01-07 21:00:00,M3,1,120.43204019071935,11.200000000000001,9.299850755881398,109.23204019071935,4.629533156397281,18.189186655044594,2190.5608582768264
2024-01-07 22:00:00,M1,1,107.0,8.0,7.476635514018691,99.0,0.9073452994908126,23.597971740201853,2524.9829762015984
2024-01-07 23:00:00,M1,1,95.0,5.0,5.263157894736842,90.0,7.202657837767816,19.99692350768601,1899.7077332301708
2024-01-08 00:00:00,M1,1,93.0,5.0,5.376344086021505,88.0,8.180197604260748,20.721374880705582,1927.087863905619
2024-01-08 01:00:00,M2,1,96.3,4.0,4.153686396677051,92.3,9.9403885805051,31.296100786714902,3013.814505760645
2024-01-08 02:00:00,M2,1,92.7,2.0,2.157497303128371,90.7,2.6518296443734215,20.562557635331864,1906.1490927952639
2024-01-08 03:00:00,M1,1,97.0,7.0,7.216494845360824,90.0,22.17566974407564,19.90038710693225,1930.3375493724282
2024-01-08 04:00:00,M2,1,86.4,3.0,3.472222222222222,83.4,5.032013828587386,19.659872255111875,1698.612962841666
2024-01-08 05:00:00,M1,1,118.0,4.0,3.389830508474576,114.0,16.344622250573043,22.34592885902159,2636.819605364548
2024-01-08 06:00:00,M2,1,84.60000000000001,7.0,8.274231678486997,77.60000000000001,16.53246922297159,21.18101336300579,1791.91373051029
2024-01-08 07:00:00,M1,1,120.0,2.0,1.6666666666666667,118.0,5.994364877232067,19.537134382544327,2344.4561259053194
2024-01-08 08:00:00,M2,1,92.7,4.0,4.314994606256742,88.7,4.426938260030672,25.468917172317052,2360.9686218737907
2024-01-08 09:00:00,M1,1,94.0,8.0,8.51063829787234,86.0,10.53707563631943,19.22324918677307,1806.9854235566686
2024-01-08 10:00:00,M3,1,71.7793787445711,3.2,4.458104898605055,68.5793787445711,26.7521779161846,24.351525607851023,1747.9373796140608
2024-01-08 11:00:00,M1,1,98.0,4.0,4.081632653061225,94.0,16.604059714506,20.654996081351694,2024.189615972466
2024-01-08 12:00:00,M1,1,108.0,2.0,1.8518518518518516,106.0,12.76456221098311,21.633523251269693,2336.420511137127
2024-01-08 13:00:00,M1,1,94.0,7.0,7.446808510638298,87.0,3.238373030940705,23.414411849891575,2200.954713889808
2024-01-08 14:00:00,M3,1,77.82901440105714,14.4,18.502097335829053,63.42901440105714,12.815927271387704,22.926611462748777,1784.3555737017161
2024-01-08 15:00:00,M3,1,133.17974133860946,11.200000000000001,8.409687455034174,121.97974133860946,15.669457682368964,16.288970954309864,2169.36093836711
2024-01-08 16:00:00,M1,1,98.0,6.0,6.122448979591836,92.0,0.7173456247482477,27.512330108110564,2696.2083505948353
2024-01-08 17:00:00,M2,1,72.9,5.0,6.858710562414265,67.9,12.93666685356952,23.74050461074825,1730.6827861235477
2024-01-08 18:00:00,M3,1,93.85108827012353,11.200000000000001,11.933798751234512,82.65108827012352,7.229203115726859,18.153846928377163,1703.758290517436
2024-01-08 19:00:00,M2,1,86.4,6.0,6.944444444444444,80.4,23.7115857912832,21.00470673740927,1814.806662112161
2024-01-08 20:00:00,M2,1,111.60000000000001,2.0,1.7921146953405016,109.60000000000001,16.069598547740732,22.048869234983943,2460.6538066242083
2024-01-08 21:00:00,M1,1,111.0,3.0,2.7027027027027026,108.0,11.398092192407137,18.054153717417176,2004.0110626333064
2024-01-08 22:00:00,M1,1,101.0,2.0,1.9801980198019802,99.0,6.409456210202102,12.644524691538845,1277.0969938454232
2024-01-08 23:00:00,M3,1,132.72413370441393,8.0,6.0275398126286275,124.72413370441393,28.138192904046623,21.638974770284666,2872.0141806377014
2024-01-09 00:00:00,M3,1,150.40155196540366,6.4,4.25527523909605,144.00155196540365,1.0130951413847349,19.99176005921551,3006.7917394259825
2024-01-09 01:00:00,M2,1,103.5,6.0,5.797101449275362,97.5,3.2138995349389017,25.886447232576458,2679.2472885716634
2024-01-09 02:00:00,M1,1,87.0,7.0,8.045977011494253,80.0,19.777066775920808,22.544557506160004,1961.3765030359205
2024-01-09 03:00:00,M1,1,107.0,6.0,5.607476635514018,101.0,1.3835814401750488,24.08643829777369,2577.248897861785
2024-01-09 04:00:00,M2,1,97.2,5.0,5.1440329218107,92.2,6.527082722819751,24.54601047393569,2385.872218066549
2024-01-09 05:00:00,M3,1,67.24675673401457,12.8,19.034375219951002,54.44675673401457,0.3050663369250544,24.743057429386276,1663.8903638096908
2024-01-09 06:00:00,M3,1,91.99712822640046,3.2,3.478369446625503,88.79712822640046,5.4341191691869035,21.27377320070838,1957.1260410049306
2024-01-09 07:00:00,M3,1,112.25001479344921,8.0,7.126947835793845,104.25001479344921,15.071892533480042,19.77983252673312,2220.286493737741
2024-01-09 08:00:00,M2,1,72.9,5.0,6.858710562414265,67.9,45.901926711027286,20.87549682655101,1521.8237186555689
2024-01-09 09:00:00,M1,1,57.0,5.0,8.771929824561402,52.0,5.394088292115198,27.763071574950803,1582.4950797721958
2024-01-09 10:00:00,M1,1,107.0,4.0,3.7383177570093453,103.0,1.1886681593056891,17.555376522278845,1878.4252878838365
2024-01-09 11:00:00,M3,1,61.02664022932782,12.8,20.974446490745287,48.22664022932781,0.6898607897462323,17.032472271359403,1039.4345575202524
2024-01-09 12:00:00,M2,1,82.8,2.0,2.4154589371980677,80.8,12.031640321964716,20.2394535985729,1675.8267579618362
2024-01-09 13:00:00,M1,1,113.0,6.0,5.3097345132743365,107.0,11.572871075738645,21.210453904411253,2396.7812911984715
2024-01-09 14:00:00,M1,1,103.0,3.0,2.912621359223301,100.0,0.651780349765537,18.51196560799019,1906.7324576229898
2024-01-09 15:00:00,M2,1,81.9,1.0,1.221001221001221,80.9,18.172912603980002,22.15220602956078,1814.265673821028
2024-01-09 16:00:00,M1,1,76.0,6.0,7.894736842105263,70.0,6.817414251891768,22.895594188985907,1740.065158362929
2024-01-09 17:00:00,M1,1,98.0,6.0,6.122448979591836,92.0,9.080573173821442,19.026549089830464,1864.6018108033854
2024-01-09 18:00:00,M2,1,101.7,8.0,7.866273352999016,93.7,42.15401335002247,28.624070963554846,2911.068016993528
